Point ID,Station,Pnuemonic,Description,COM,RTU,Pg,Status P,Analog P,Relay P,Value,Scale,Type,Helper Column,IP Address,DNPAddress,DNP Point,,
32823,DB,35C203,DB BKR 6 CTRL COM,3,7,6,15,,,,,STATUS,DB35C203STATUS,172.17.4.82,1,120,,
06920,DB,TX1W,DB TX1 WATTS,3,7,,,6,,,32,ANALOG,DBTX1WANALOG,172.17.4.81,1,31,,
32824,DB,35C205,W3784 CTRL COM,3,7,7,0,,,,,STATUS,DB35C205STATUS,172.17.4.82,1,122,,
32826,DB,35C218,DB BKR 4 STA COM,3,7,7,1,,,,,STATUS,DB35C218STATUS,172.17.4.82,1,135,,
32827,DB,35C219,DB BKR 5 STA COM,3,7,7,2,,,,,STATUS,DB35C219STATUS,172.17.4.82,1,136,,
32828,DB,35C220,DB BKR 6 STA COM,3,7,7,3,,,,,STATUS,DB35C220STATUS,172.17.4.82,1,137,,
32829,DB,35C222,W3784 STA COM,3,7,7,4,,,,,STATUS,DB35C222STATUS,172.17.4.82,1,139,,
32830,DB,35C223,DB TX2 2505 STA/CTRL COM,3,7,7,5,,,,,STATUS,DB35C223STATUS,172.17.4.82,1,140,,
32831,DB,35C225,DB LS 2505 STA/CTRL COM,3,7,7,6,,,,,STATUS,DB35C225STATUS,172.17.4.82,1,142,,
32832,DB,387SC3,DB TX3 DIFF PROT FAIL,3,7,7,7,,,,,STATUS,DB387SC3STATUS,172.17.4.83,1,175,,
32833,DB,501SC3,DB TX3 OVERCURRENT FAIL,3,7,7,8,,,,,STATUS,DB501SC3STATUS,172.17.4.83,1,176,,
32834,DB,21T3SC,DB TX3 2100 FAIL,3,7,7,9,,,,,STATUS,DB21T3SCSTATUS,172.17.4.83,1,179,,
32835,DB,MET3SC,DB TX3 735 METER FAIL,3,7,7,10,,,,REV 4MAT,STATUS,DBMET3SCSTATUS,172.17.4.83,1,180,,
32836,DB,86TCM3,DB TX3 86T LCKOUT TCM,3,7,7,11,,,,,STATUS,DB86TCM3STATUS,172.17.4.83,1,200,,
32837,DB,94TCM3,DB TX3 94T TCM,3,7,7,12,,,,,STATUS,DB94TCM3STATUS,172.17.4.83,1,205,,
32838,DB,T3HIAL,DB TX3 CRIT HI TEMP,3,7,7,13,,,,,STATUS,DBT3HIALSTATUS,172.17.4.83,1,56,,
32825,DB,35T3SC,DB TX3 3530 FAIL,3,7,7,14,,,,,STATUS,DB35T3SCSTATUS,172.17.4.83,1,174,,
32839,DB,24T3SC,DB TX3 2411 FAIL,3,7,7,15,,,,,STATUS,DB24T3SCSTATUS,172.17.4.83,1,188,,
32840,DB,TX3TOT,DB TX3 HOT OIL TEMP,3,7,8,0,,,,,STATUS,DBTX3TOTSTATUS,172.17.4.83,1,49,,
32841,DB,TX3HS,DB TX3 HOT SPOT,3,7,8,1,,,,,STATUS,DBTX3HSSTATUS,172.17.4.83,1,50,,
32842,DB,TX3LR,DB TX3 LOC/REM SW,3,7,8,2,,,,,STATUS,DBTX3LRSTATUS,172.17.4.83,1,51,,
32843,DB,TX3K1,DB TX3 VOLT CTRL K1,3,7,8,3,,,,,STATUS,DBTX3K1STATUS,172.17.4.83,1,52,,
32843,DB,TX3K1,TX3 VOLT CTRL K1 ON,3,7,,,,36,1,,RELAY,DBTX3K1RELAY,172.17.4.83,1,9,,
32843,DB,TX3K1,TX3 VOLT CTRL K1 OFF,3,7,,,,36,0,,RELAY,DBTX3K1RELAY,172.17.4.83,1,9,,
32844,DB,TX3K2,DB TX3 VOLT CTRL K2,3,7,8,4,,,,,STATUS,DBTX3K2STATUS,172.17.4.83,1,53,,
32844,DB,TX3K2,TX3 VOLT CTRL K2 ON,3,7,,,,37,1,,RELAY,DBTX3K2RELAY,172.17.4.83,1,10,,
32844,DB,TX3K2,TX3 VOLT CTRL K2 OFF,3,7,,,,37,0,,RELAY,DBTX3K2RELAY,172.17.4.83,1,10,,
32845,DB,TCA3,DB LTC3 AUTO/MAN,3,7,8,5,,,,,STATUS,DBTCA3STATUS,172.17.4.83,1,54,,
32845,DB,TCA3,LTC3 MANUAL,3,7,,,,38,1,,RELAY,DBTCA3RELAY,172.17.4.83,1,8,,
32845,DB,TCA3,LTC3 AUTO,3,7,,,,38,0,,RELAY,DBTCA3RELAY,172.17.4.83,1,8,,
32846,DB,35C306,DB TX3 387E ALARM COM,3,7,8,6,,,,,STATUS,DB35C306STATUS,172.17.4.83,1,123,,
32847,DB,6137S,DB HS BKR 3 BYPASS POS,3,7,8,7,,,,,STATUS,DB6137SSTATUS,172.17.4.83,1,23,,
32848,DB,S3783,DB S3783 TX3 LBI,3,7,8,8,,,,,STATUS,DBS3783STATUS,172.17.4.83,1,64,,
32848,DB,S3783,S3783 TX3 LBI CLOSE,3,7,,,,39,1,,RELAY,DBS3783RELAY,172.17.4.83,1,17,,
32848,DB,S3783,S3783 TX3 LBI OPEN,3,7,,,,39,0,,RELAY,DBS3783RELAY,172.17.4.83,1,17,,
32849,DB,351SC7,DB BKR 7 RELAY FAIL,3,7,8,9,,,,,STATUS,DB351SC7STATUS,172.17.4.83,1,192,,
32850,DB,351SC8,DB BKR 8 RELAY FAIL,3,7,8,10,,,,,STATUS,DB351SC8STATUS,172.17.4.83,1,193,,
32851,DB,351SC9,DB BKR 9 RELAY FAIL,3,7,8,11,,,,,STATUS,DB351SC9STATUS,172.17.4.83,1,194,,
32852,DB,3785SC,W3785 TIE BKR RELAY FAIL,3,7,8,12,,,,,STATUS,DB3785SCSTATUS,172.17.4.83,1,196,,
32853,DB,25SC3,DB TX3 STA/CTRL FAIL,3,7,8,13,,,,,STATUS,DB25SC3STATUS,172.17.4.83,1,182,,
32854,DB,7R,DB BKR 7 RECLOSER,3,7,8,14,,,,,STATUS,DB7RSTATUS,172.17.4.83,1,67,,
32854,DB,7R,BKR 7 RECLOSE OFF,3,7,,,,40,1,,RELAY,DB7RRELAY,172.17.4.83,1,19,,
32854,DB,7R,BKR 7 RECLOSE ON,3,7,,,,40,0,,RELAY,DB7RRELAY,172.17.4.83,1,19,,
32856,DB,7GT,DB BKR 7 GRND TRIP BLK,3,7,8,15,,,,,STATUS,DB7GTSTATUS,172.17.4.83,1,68,,
32856,DB,7GT,BKR 7 GRND TRIP BLK,3,7,,,,41,1,,RELAY,DB7GTRELAY,172.17.4.83,1,20,,
32856,DB,7GT,BKR 7 GRND TRIP ENABLE,3,7,,,,41,0,,RELAY,DB7GTRELAY,172.17.4.83,1,20,,
32861,DB,7LR,DB BKR 7 LOC/REM SW,3,7,9,0,,,,,STATUS,DB7LRSTATUS,172.17.4.83,1,69,,
32907,DB,8R,DB BKR 8 RECLOSER,3,7,9,1,,,,,STATUS,DB8RSTATUS,172.17.4.83,1,79,,
32907,DB,8R,BKR 8 RECLOSE OFF,3,7,,,,42,1,,RELAY,DB8RRELAY,172.17.4.83,1,24,,
32907,DB,8R,BKR 8 RECLOSE ON,3,7,,,,42,0,,RELAY,DB8RRELAY,172.17.4.83,1,24,,
32912,DB,8GT,DB BKR 8 GRND TRIP BLK,3,7,9,2,,,,,STATUS,DB8GTSTATUS,172.17.4.83,1,80,,
32912,DB,8GT,BKR 8 GRND TRIP BLK,3,7,,,,43,1,,RELAY,DB8GTRELAY,172.17.4.83,1,25,,
32912,DB,8GT,BKR 8 GRND TRIP ENABLE,3,7,,,,43,0,,RELAY,DB8GTRELAY,172.17.4.83,1,25,,
32932,DB,8LR,DB BKR 8 LOC/REM SW,3,7,9,3,,,,,STATUS,DB8LRSTATUS,172.17.4.83,1,81,,
32929,DB,9R,DB BKR 9 RECLOSER,3,7,9,4,,,,,STATUS,DB9RSTATUS,172.17.4.83,1,91,,
32929,DB,9R,BKR 9 RECLOSE OFF,3,7,,,,44,1,,RELAY,DB9RRELAY,172.17.4.83,1,29,,
32929,DB,9R,BKR 9 RECLOSE ON,3,7,,,,44,0,,RELAY,DB9RRELAY,172.17.4.83,1,29,,
32933,DB,9GT,DB BKR 9 GRND TRIP BLK,3,7,9,5,,,,,STATUS,DB9GTSTATUS,172.17.4.83,1,92,,
32933,DB,9GT,BKR 9 GRND TRIP BLK,3,7,,,,45,1,,RELAY,DB9GTRELAY,172.17.4.83,1,30,,
32933,DB,9GT,BKR 9 GRND TRIP ENABLE,3,7,,,,45,0,,RELAY,DB9GTRELAY,172.17.4.83,1,30,,
32934,DB,9LR,DB BKR 9 LOC/REM SW,3,7,9,6,,,,,STATUS,DB9LRSTATUS,172.17.4.83,1,93,,
32935,DB,W3785,DB TIE BKR 2 POS,3,7,9,7,,,,,STATUS,DBW3785STATUS,172.17.4.83,1,114,,
32935,DB,W3785,W3785 TIE BKR 2 TRIP,3,7,,,,46,1,,RELAY,DBW3785RELAY,172.17.4.83,1,38,,
32935,DB,W3785,W3785 TIE BKR 2 CLOSE,3,7,,,,46,0,,RELAY,DBW3785RELAY,172.17.4.83,1,38,,
33482,DB,3785LR,DB TIE BKR 2 LOC/REM,3,7,9,8,,,,,STATUS,DB3785LRSTATUS,172.17.4.83,1,115,,
32950,DB,35C301,DB BKR 7 CTRL COM,3,7,9,9,,,,,STATUS,DB35C301STATUS,172.17.4.83,1,118,,
32951,DB,35C302,DB BKR 8 CTRL COM,3,7,9,10,,,,,STATUS,DB35C302STATUS,172.17.4.83,1,119,,
32952,DB,35C303,DB BKR 9 CTRL COM,3,7,9,11,,,,,STATUS,DB35C303STATUS,172.17.4.83,1,120,,
32953,DB,35C305,W3785 CTRL COM,3,7,9,12,,,,,STATUS,DB35C305STATUS,172.17.4.83,1,122,,
32954,DB,35C318,DB BKR 7 STA COM,3,7,9,13,,,,,STATUS,DB35C318STATUS,172.17.4.83,1,135,,
32955,DB,35C319,DB BKR 8 STA COM,3,7,9,14,,,,,STATUS,DB35C319STATUS,172.17.4.83,1,136,,
32956,DB,35C320,DB BKR 9 STA COM,3,7,9,15,,,,,STATUS,DB35C320STATUS,172.17.4.83,1,137,,
35215,DB,35C322,W3785 STA COM,3,7,10,0,,,,,STATUS,DB35C322STATUS,172.17.4.83,1,139,,
37023,DB,35C323,DB TX3 2505 STA/CTRL COM,3,7,10,1,,,,,STATUS,DB35C323STATUS,172.17.4.83,1,140,,
33037,DB,35C325,DB LS 2505 STA/CTRL COM,3,7,10,2,,,,,STATUS,DB35C325STATUS,172.17.4.83,1,142,,
32957,DB,MSB,DB MOSW BLKING,3,7,10,3,,,,,STATUS,DBMSBSTATUS,172.17.4.81,1,241,,
32957,DB,MSB,MOSW BLKING ENABLE,3,7,,,,47,1,,RELAY,DBMSBRELAY,172.17.4.81,1,38,,
32957,DB,MSB,MOSW BLKING DISABLE,3,7,,,,47,0,,RELAY,DBMSBRELAY,172.17.4.81,1,38,,
33481,DB,BATTAC,DB BATT AC VOLT ALARM 2,3,7,10,4,,,,,STATUS,DBBATTACSTATUS,172.17.4.81,1,219,,
34710,DB,1UF,DB BKR 1 UNDER FREQ TRIP,3,7,10,5,,,,,STATUS,DB1UFSTATUS,172.17.4.81,1,70,,
34761,DB,4UF,DB BKR 4 UNDER FREQ TRIP,3,7,10,6,,,,,STATUS,DB4UFSTATUS,172.17.4.82,1,70,,
34763,DB,5UF,DB BKR 5 UNDER FREQ TRIP,3,7,10,7,,,,,STATUS,DB5UFSTATUS,172.17.4.82,1,82,,
34764,DB,7UF,DB BKR 7 UNDER FREQ TRIP,3,7,10,8,,,,,STATUS,DB7UFSTATUS,172.17.4.83,1,70,,
34765,DB,1POT,DB BKR 1 LOSS POT FOR UF,3,7,10,9,,,,,STATUS,DB1POTSTATUS,172.17.4.81,1,73,,
34766,DB,2POT,DB BKR 2 LOSS POT FOR UF,3,7,10,10,,,,,STATUS,DB2POTSTATUS,172.17.4.81,1,82,,
34767,DB,3POT,DB BKR 3 LOSS POT FOR UF,3,7,10,11,,,,,STATUS,DB3POTSTATUS,172.17.4.81,1,97,,
34768,DB,4POT,DB BKR 4 LOSS POT FOR UF,3,7,10,12,,,,,STATUS,DB4POTSTATUS,172.17.4.82,1,73,,
34769,DB,5POT,DB BKR 5 LOSS POT FOR UF,3,7,10,13,,,,,STATUS,DB5POTSTATUS,172.17.4.82,1,85,,
34770,DB,6POT,DB BKR 6 LOSS POT FOR UF,3,7,10,14,,,,,STATUS,DB6POTSTATUS,172.17.4.82,1,97,,
34771,DB,7POT,DB BKR 7 LOSS POT FOR UF,3,7,10,15,,,,,STATUS,DB7POTSTATUS,172.17.4.83,1,73,,
06924,DB,LTC1,DB LTC1 TAP POS,3,7,,,10,,,0.0078,ANALOG,DBLTC1ANALOG,172.17.4.81,1,21,,
34772,DB,8POT,DB BKR 8 LOSS POT FOR UF,3,7,11,0,,,,,STATUS,DB8POTSTATUS,172.17.4.83,1,85,,
34773,DB,9POT,DB BKR 9 LOSS POT FOR UF,3,7,11,1,,,,,STATUS,DB9POTSTATUS,172.17.4.83,1,97,,
35059,DB,2UF,DB BKR 2 UNDER FREQ TRIP,3,7,11,2,,,,,STATUS,DB2UFSTATUS,172.17.4.81,1,82,,
35060,DB,3UF,DB BKR 3 UNDER FREQ TRIP,3,7,11,3,,,,,STATUS,DB3UFSTATUS,172.17.4.81,1,94,,
35061,DB,6UF,DB BKR 6 UNDER FREQ TRIP,3,7,11,4,,,,,STATUS,DB6UFSTATUS,172.17.4.82,1,94,,
35062,DB,8UF,DB BKR 8 UNDER FREQ TRIP,3,7,11,5,,,,,STATUS,DB8UFSTATUS,172.17.4.83,1,82,,
35063,DB,9UF,DB BKR 9 UNDER FREQ TRIP,3,7,11,6,,,,,STATUS,DB9UFSTATUS,172.17.4.83,1,94,,
35984,DB,35C128,DB TX1 2411 FUTURE COM,3,7,11,7,,,,,STATUS,DB35C128STATUS,172.17.4.81,1,141,,
35985,DB,35C228,DB TX2 2411 FUTURE COM,3,7,11,8,,,,,STATUS,DB35C228STATUS,172.17.4.82,1,145,,
31819,DB,6HL,DB BKR 6 HL NON-RECL,3,7,11,9,,,,,STATUS,DB6HLSTATUS,172.17.4.82,1,96,,
31819,DB,6HL,BKR 6 HL ENABLE,3,7,,,,48,1,,RELAY,DB6HLRELAY,172.17.4.82,1,31,,
31819,DB,6HL,BKR 6 HL DISABLE,3,7,,,,48,0,,RELAY,DB6HLRELAY,172.17.4.82,1,31,,
32319,DB,35C328,DB TX3 2411 FUTURE COM,3,7,11,10,,,,,STATUS,DB35C328STATUS,172.17.4.83,1,145,,
31777,DB,M6138S,HS MOBILE TX DISC SW,3,7,11,12,,,,,STATUS,DBM6138SSTATUS,172.17.4.83,1,30,,
36582,DB,MET1CP,DB TX1 METERING COM,3,7,11,13,,,,,STATUS,DBMET1CPSTATUS,172.17.4.81,1,121,,
36583,DB,MET2CP,DB TX2 METERING COM,3,7,11,14,,,,,STATUS,DBMET2CPSTATUS,172.17.4.82,1,125,,
36584,DB,MET3CP,DB TX3 METERING COM,3,7,11,15,,,,,STATUS,DBMET3CPSTATUS,172.17.4.83,1,125,,
06925,DB,1A,DB BKR 1 A AMPS,3,7,,,11,,,0.586223,ANALOG,DB1AANALOG,172.17.4.81,1,46,,
35949,DB,TX1NHI,DB TX1 TANK NITRO HI PRS,3,7,12,0,,,,,STATUS,DBTX1NHISTATUS,172.17.4.81,1,33,,
35950,DB,TX1NLO,DB TX1 TANK NITRO LO PRS,3,7,12,1,,,,,STATUS,DBTX1NLOSTATUS,172.17.4.81,1,34,,
35951,DB,T1NCLO,DB TX1 NITRO CYL LO PRS,3,7,12,2,,,,,STATUS,DBT1NCLOSTATUS,172.17.4.81,1,35,,
35952,DB,T1PR,DB TX1 TANK PRS RELIEF,3,7,12,3,,,,,STATUS,DBT1PRSTATUS,172.17.4.81,1,36,,
35953,DB,TCPR1,DB LTC1 PRS RELIEF,3,7,12,4,,,,,STATUS,DBTCPR1STATUS,172.17.4.81,1,45,,
35954,DB,T1F1AC,DB TX1 STG1 FANS LOSS AC,3,7,12,5,,,,,STATUS,DBT1F1ACSTATUS,172.17.4.81,1,31,,
35955,DB,TX1LO,DB TX1 TANK LO OIL ,3,7,12,6,,,,,STATUS,DBTX1LOSTATUS,172.17.4.81,1,38,,
35956,DB,TX1HI,DB TX1 TANK HI OIL,3,7,12,7,,,,,STATUS,DBTX1HISTATUS,172.17.4.81,1,39,,
35957,DB,LTC1LO,DB LTC1 TANK LO OIL,3,7,12,8,,,,,STATUS,DBLTC1LOSTATUS,172.17.4.81,1,41,,
35958,DB,TC1PWR,DB LTC1 LOSS OF POWER,3,7,12,9,,,,,STATUS,DBTC1PWRSTATUS,172.17.4.81,1,42,,
35959,DB,TCP1,DB LTC1 OFF TAP,3,7,12,10,,,,,STATUS,DBTCP1STATUS,172.17.4.81,1,43,,
35960,DB,LTCMT1,DB LTC1 MOTOR HI TEMP,3,7,12,11,,,,,STATUS,DBLTCMT1STATUS,172.17.4.81,1,44,,
35961,DB,86X1,DB LTC1 LCKOUT BLKS LTC,3,7,12,12,,,,,STATUS,DB86X1STATUS,172.17.4.81,1,46,,
35962,DB,T1FAN1,DB TX1 STG1 FANS,3,7,12,13,,,,,STATUS,DBT1FAN1STATUS,172.17.4.81,1,47,,
35962,DB,T1FAN1,TX1 STAGE1 FANS ON,3,7,,,,49,1,,RELAY,DBT1FAN1RELAY,172.17.4.81,1,6,,
35962,DB,T1FAN1,TX1 STAGE1 FANS OFF,3,7,,,,49,0,,RELAY,DBT1FAN1RELAY,172.17.4.81,1,6,,
35963,DB,T1FAN2,DB TX1 STG2 FANS,3,7,12,14,,,,,STATUS,DBT1FAN2STATUS,172.17.4.81,1,48,,
35963,DB,T1FAN2,TX1 STAGE2 FANS ON,3,7,,,,50,1,,RELAY,DBT1FAN2RELAY,172.17.4.81,1,7,,
35963,DB,T1FAN2,TX1 STAGE2 FANS OFF,3,7,,,,50,0,,RELAY,DBT1FAN2RELAY,172.17.4.81,1,7,,
35964,DB,35C111,DB TX1 2411 ALARMS COM,3,7,12,15,,,,,STATUS,DB35C111STATUS,172.17.4.81,1,124,,
06926,DB,1B,DB BKR 1 B AMPS,3,7,,,12,,,0.586223,ANALOG,DB1BANALOG,172.17.4.81,1,47,,
35968,DB,TX2NHI,DB TX2 TANK NITRO HI PRS,3,7,13,0,,,,,STATUS,DBTX2NHISTATUS,172.17.4.82,1,33,,
35969,DB,TX2NLO,DB TX2 TANK NITRO LO PRS,3,7,13,1,,,,,STATUS,DBTX2NLOSTATUS,172.17.4.82,1,34,,
35970,DB,T2NCLO,DB TX2 NITRO CYL LO PRS,3,7,13,2,,,,,STATUS,DBT2NCLOSTATUS,172.17.4.82,1,35,,
35971,DB,T2PR,DB TX2 TANK PRS RELIEF,3,7,13,3,,,,,STATUS,DBT2PRSTATUS,172.17.4.82,1,36,,
35972,DB,TCPR2,DB LTC2 PRS RELIEF,3,7,13,4,,,,,STATUS,DBTCPR2STATUS,172.17.4.82,1,45,,
35973,DB,T2SP,DB TX2 TANK SUDDEN PRS,3,7,13,5,,,,,STATUS,DBT2SPSTATUS,172.17.4.82,1,37,,
35974,DB,TX2LO,DB TX2 TANK LO OIL ,3,7,13,6,,,,,STATUS,DBTX2LOSTATUS,172.17.4.82,1,38,,
35975,DB,TX2HI,DB TX2 TANK HI OIL,3,7,13,7,,,,,STATUS,DBTX2HISTATUS,172.17.4.82,1,39,,
35976,DB,LTC2LO,DB LTC2 TANK LO OIL,3,7,13,8,,,,,STATUS,DBLTC2LOSTATUS,172.17.4.82,1,41,,
35977,DB,TC2PWR,DB LTC2 LOSS OF POWER,3,7,13,9,,,,,STATUS,DBTC2PWRSTATUS,172.17.4.82,1,42,,
35978,DB,TCP2,DB LTC2 OFF TAP,3,7,13,10,,,,,STATUS,DBTCP2STATUS,172.17.4.82,1,43,,
35979,DB,LTCMT2,DB LTC2 MOTOR HI TEMP,3,7,13,11,,,,,STATUS,DBLTCMT2STATUS,172.17.4.82,1,44,,
35980,DB,86X2,DB LTC2 LCKOUT BLKS LTC,3,7,13,12,,,,,STATUS,DB86X2STATUS,172.17.4.82,1,46,,
35981,DB,T2FAN1,DB TX2 STG1 FANS,3,7,13,13,,,,,STATUS,DBT2FAN1STATUS,172.17.4.82,1,47,,
35981,DB,T2FAN1,TX2 STAGE1 FANS ON,3,7,,,,51,1,,RELAY,DBT2FAN1RELAY,172.17.4.82,1,6,,
35981,DB,T2FAN1,TX2 STAGE1 FANS OFF,3,7,,,,51,0,,RELAY,DBT2FAN1RELAY,172.17.4.82,1,6,,
35982,DB,T2FAN2,DB TX2 STG2 FANS,3,7,13,14,,,,,STATUS,DBT2FAN2STATUS,172.17.4.82,1,48,,
35982,DB,T2FAN2,TX2 STAGE2 FANS ON,3,7,,,,52,1,,RELAY,DBT2FAN2RELAY,172.17.4.82,1,7,,
35982,DB,T2FAN2,TX2 STAGE2 FANS OFF,3,7,,,,52,0,,RELAY,DBT2FAN2RELAY,172.17.4.82,1,7,,
35983,DB,35C211,DB TX2 2411 ALARMS COM,3,7,13,15,,,,,STATUS,DB35C211STATUS,172.17.4.82,1,128,,
06927,DB,1C,DB BKR 1 C AMPS,3,7,,,13,,,0.586223,ANALOG,DB1CANALOG,172.17.4.81,1,48,,
36842,DB,79LO1,DB BKR 1 LCKOUT,3,7,14,0,,,,,STATUS,DB79LO1STATUS,172.17.4.81,1,74,,
36843,DB,79LO2,DB BKR 2 LCKOUT,3,7,14,1,,,,,STATUS,DB79LO2STATUS,172.17.4.81,1,80,,
36844,DB,79LO3,DB BKR 3 LCKOUT,3,7,14,2,,,,,STATUS,DB79LO3STATUS,172.17.4.81,1,98,,
36845,DB,79LO4,DB BKR 4 LCKOUT,3,7,14,3,,,,,STATUS,DB79LO4STATUS,172.17.4.82,1,74,,
36846,DB,79LO5,DB BKR 5 LCKOUT,3,7,14,4,,,,,STATUS,DB79LO5STATUS,172.17.4.82,1,86,,
36847,DB,79LO6,DB BKR 6 LCKOUT,3,7,14,5,,,,,STATUS,DB79LO6STATUS,172.17.4.82,1,98,,
36848,DB,79LO7,DB BKR 7 LCKOUT,3,7,14,6,,,,,STATUS,DB79LO7STATUS,172.17.4.83,1,74,,
36849,DB,79LO8,DB BKR 8 LCKOUT,3,7,14,7,,,,,STATUS,DB79LO8STATUS,172.17.4.83,1,86,,
36850,DB,79LO9,DB BKR 9 LCKOUT,3,7,14,8,,,,,STATUS,DB79LO9STATUS,172.17.4.83,1,98,,
37005,DB,35C311,DB TX3 2411 ALARMS COM,3,7,14,9,,,,,STATUS,DB35C311STATUS,172.17.4.83,1,128,,
37006,DB,T3FAN1,DB TX3 STG1 FANS,3,7,14,10,,,,,STATUS,DBT3FAN1STATUS,172.17.4.83,1,47,,
37006,DB,T3FAN1,TX3 STAGE1 FANS ON,3,7,,,,53,1,,RELAY,DBT3FAN1RELAY,172.17.4.83,1,6,,
37006,DB,T3FAN1,TX3 STAGE1 FANS OFF,3,7,,,,53,0,,RELAY,DBT3FAN1RELAY,172.17.4.83,1,6,,
37007,DB,T3FAN2,DB TX3 STG2 FANS,3,7,14,11,,,,,STATUS,DBT3FAN2STATUS,172.17.4.83,1,48,,
37007,DB,T3FAN2,TX3 STAGE2 FANS ON,3,7,,,,54,1,,RELAY,DBT3FAN2RELAY,172.17.4.83,1,7,,
37007,DB,T3FAN2,TX3 STAGE2 FANS OFF,3,7,,,,54,0,,RELAY,DBT3FAN2RELAY,172.17.4.83,1,7,,
06928,DB,2A,DB BKR 2 A AMPS,3,7,,,14,,,0.586223,ANALOG,DB2AANALOG,172.17.4.81,1,52,,
37008,DB,T3F1AC,DB TX3 STG1 FANS LOSS AC,3,7,15,0,,,,,STATUS,DBT3F1ACSTATUS,172.17.4.83,1,31,,
37009,DB,T3F2AC,DB TX3 STG2 FANS LOSS AC,3,7,15,1,,,,,STATUS,DBT3F2ACSTATUS,172.17.4.83,1,32,,
37010,DB,TX3NHI,DB TX3 TANK NITRO HI PRS,3,7,15,2,,,,,STATUS,DBTX3NHISTATUS,172.17.4.83,1,33,,
37011,DB,TX3NLO,DB TX3 TANK NITRO LO PRS,3,7,15,3,,,,,STATUS,DBTX3NLOSTATUS,172.17.4.83,1,34,,
37012,DB,T3NCLO,DB TX3 NITRO CYL LO PRS,3,7,15,4,,,,,STATUS,DBT3NCLOSTATUS,172.17.4.83,1,35,,
37013,DB,T3PR,DB TX3 TANK PRS RELIEF,3,7,15,5,,,,,STATUS,DBT3PRSTATUS,172.17.4.83,1,36,,
37014,DB,T3SP,DB TX3 TANK SUDDEN PRS,3,7,15,6,,,,,STATUS,DBT3SPSTATUS,172.17.4.83,1,37,,
37015,DB,TX3LO,DB TX3 TANK LO OIL ,3,7,15,7,,,,,STATUS,DBTX3LOSTATUS,172.17.4.83,1,38,,
37016,DB,TX3CLO,DB TX3 TANK CRIT LO OIL,3,7,15,8,,,,,STATUS,DBTX3CLOSTATUS,172.17.4.83,1,39,,
37017,DB,LTC3LO,DB LTC3 TANK LO OIL,3,7,15,9,,,,,STATUS,DBLTC3LOSTATUS,172.17.4.83,1,41,,
37018,DB,TC3PWR,DB LTC3 LOSS OF POWER,3,7,15,10,,,,,STATUS,DBTC3PWRSTATUS,172.17.4.83,1,42,,
37019,DB,TCP3,DB LTC3 OFF TAP,3,7,15,11,,,,,STATUS,DBTCP3STATUS,172.17.4.83,1,43,,
37020,DB,LTCMT3,DB LTC3 MOTOR HI TEMP,3,7,15,12,,,,,STATUS,DBLTCMT3STATUS,172.17.4.83,1,44,,
